Ratings,Reviews
4,I recently went for a team dinner here. The restaurantÇÑs ambience is very good and food is also pretty nice. There were many options in both vegetarian and non vegetarian food. I liked the shrimp and fish in starters. Main course was decent with many continental options. Desserts were major attraction for everyone in my team. It was loved by everyone. I heard the breakfast buffet here is good so anyone who wakes up early during weekends should try this place.
4,Went there for lunch and I must say the ambience was nice and the staff was extremely polite. The drinks were fine and the food was super healthy and tasty. The non vegetarian dishes here were fabulous.
5,"IÇÑd go back to citrus how many ever time i can. The best buffet in town, my fav is the outdoor seating....and I can spend a few good hours there. someone does the hummus well next to Byblos. Thank you!"
5,Amazing ambience and very polite and professional staff!!!:) I would highly recommend this place to all:)Highly and truly a worth place to go with ur loved onesù§Øè†
3,"Went here on a Friday night with my team with prior booking. We wanted to opt for the buffet but they don't have buffet on Friday nights. Started with ordering wine, a few beers and mocktails. For starters we ordered the tandoori chicken tikka,methi fish, chicken Satay, veg kabab and baby corn fritters.(I don't remember the exact names of the dishes). The chicken satay was the best starter, everything else was pretty average considering the quality,quantity and price.Coming to the main course, we ordered the mushroom pizza, aurbegine red sauce pasta, mushroom cream fettuccine, chicken steak, chicken pasta with tomatoes, paneer makhani and naan to go with it. The pizza was thin crust and one of the best pizzas I've had. The pastas were tasty and the portions were sufficient for one person. The fettuccine was my favourite dish from the night. The paneer makhani and naan were so so, I'd give it a miss the next time I go here.For desserts, we ordered the passion, chocolate rum cake with ice cream, indian dessert platter and a caramel sauce dessert( can't remember the exact name). The desserts are so so, not great. You can order the cakes from the bakery on display, which taste way better than the desserts on the menu.Ambience is the highlight of this place, it's beautifully lit and they've an outdoor seating which reminds you of a bonfire.The service is ok, they can work on their speed as it took forever to bring water or even cutlery.Overall a nice place to go to, do order the pizza and mushroom sauce pasta."
3,"We visited the place on a lazy Sunday afternoon and chose to order ala-carte instead of the buffet. They do a pretty good job with Italian, food is yum. Beverages were okay though.On service, being a premier 5star they should definitively improve their services. The place looked understaffed and did not do justice to the premium-ness they charge for.Ambience was good, we preferred outdoor seating over the indoor chilling one.All in all, a decent place."
4,"It was awsm experience . Hospitality ., Customer handling and space at its best, enjoyed a lotEnviroment soothing for cpuple as well as others.Best place at reasonable price...."
3,Ambience was really nice but the food was not upto the mark.Expectations are not met.But for a change you can visit once. Good for romantic dinners
4,"Loved the place , staff and food. A must go restaurant not just for a business meet but also for a personal special event!!Ç Enjoyed every dishÇ , Pickled Pine apple was outstanding . Most of items were actually mild in spice which might be because of there global clients . The feel of being in THE LEELA takes over the food."
4,"Was staying in Leela Palace for 2 days and both the days Citrus served me good breakfast. Tried their breakfast buffet and it was awesome. It had almost everything. Idli, vada and other South Indian food? Yes. Aaloo paratha? Yes. Waffles and pancakes? Yes. Omelettes? Yes. Bakery products, cereals, freshly cut fruits and beverage? All yes. ö So had a great time there. Food tasted very good and the staff were helpful."
4,Went for an office event. Good food with of course great place and area they have maintained. Could add more items on the buffet list. Otherwise everything was perfect.
4,Went for a lunch buffet. The place had a good ambience and service was upto the mark. Well the beverage was not so good. Starters and Main course were okay. Too many options for desserts which too was okay. Liked the live music.
3,The staff courtesy was top notch. Breakfast was dissappointingOver all a quality drop as per food quality. Last two year decline I feel. Croissant was really bad..section felt poor.
4,Great ambience and wonderful service. Have to mention about Monty and his other team members who really went out of their way to serve us post hours of closing . Banana caramel ice cream here is out of the world . Preeta Fernandes .
4,oh what a hugggee spread..loved the pizza and desserts.cheese cake was to die for.the right proportion of sweet.great place to be with family.
3,"We booked a team lunch for 15 at Citrus. We were guided to table as we reached. A huge spread unfortunately we couldnÇÑt find any wow factor in any dish. Service was not great . You need to call staff and all seems to be overloaded . No happy faces there . Average food and service , which is not expected from Leela"
4,"Excellent food, hell lot of options. Enjoyed buffet thoroughly. Equally distributed for veg and nonveg, usually in buffets will have less items but here its good. Definitely will go many times."
5,"This place is beautiful, lovely ambience. Super helpful staff. Awesome decor, you can totally feel Xmas. Service is great. Quite a few options for dining/quick bites. Great place for meetings/corporate events too. Indoor and outdoor options available. Lovely lobby. Would highly recommend visiting it."
4,"I visited citrus on a Thursday night which is supposed to be their grill night. I loved the whole decor and ambience given that it is the holiday season. They had gingerbread and Christmas theme cakes displayed around a gigantic Christmas tree. Citrus is a buffet restaurant at the Leela and I really liked most of the dishes. I tried the tenderloin steak, chicken tangdi and lamb chops which were delicious and perfectly cooked. I however wished they had some pork chops as well. The salads were fresh and light. I liked the salmon and the grilled fish the best from their wide variety. The corn and spinach soup was simply delicious with the right balance of flavours. Their pizzas our freshly made right in front of you in an open oven with fresh toppings but I felt the base was a little too tough. The chicken fricassee was the dish of the night for me. Rich, creamy and delicious bits of chicken and peppers with tenderly cooked mushrooms. I also loved the melugu Koli from the Indian section. The desserts were fun and I chose the baked yoghurt and pannacotta which were pretty good but werenÇÑt the best."
4,"It's a great place to be for a lunch buffet. Awesome spread starting from starter, main course and deserts. I specifically liked the deserts. Take your time, stroll around the entire restaurant, choose your type of food and enjoy. Lot to choose from."
4,The lunch buffet was a wide spread of veg and non veg which are very tasty. A mention about their desserts and a special about chocolate based ones were awesome.
3,Well we went there for a Sunday brunch.....but the appetizers were pretty cold although they tasted good.....desserts were really bad pls work on them...Even if there is one dessert let it be top notch.. ...pizzas and fresh bakes r a must try...French toast in particular ...and oh I forgot abt the freshly squeezed fruit juices - ultra love for that :*
4,"My first visit to Citrus.. thought of trying only vegetarian dishes today (except of course for the desserts ;p). Tried almost all Mediterranean and East Asian veg dishes.. absolutely loved it. The starters and the main course we're all good. To top it all almost all the desserts were fantastic. The service was very good. The half star goes for two reasons..1. not all desserts had tags, 2. Phirni and more desserts (didn't get the name) were a bit wanting.. but overall a definite must visit.."
4,"Well I tried a couple of things which were pretty good. I like the whole palace building of this hotel. But the Burger I ordered and the cake were nothing even close to special or cake even ok for that matter, so maybe something needs to be done in that area.Otherwise it's definitely a good pleasure to be in Leela for a meal and relax.Did I mention I loved their Pizza? It is definitely a great try."
4,"Been here on my 18th birthday.A perfect place for fine dinning.The interior decor and seating arrangements were perfect.On that day street food festival was going on,there was a lovely collection of street foods from different parts of India. To my utter surprise they arranged for a special birthday cake for me.I was totally taken away by their gratitude and service.Would love to be here in the upcomming days."
3,"Not impressed with the buffet. It is the same for months and common folks who serves Basa fish. Even small time eateries serve Bekti/Asian Sea Bass. Please set some standard. No biriyani, instead Tomato rice... I mean seriously guys."
5,"Excellent menu, a lot more main dishes to be added for the vegetarians though. But taste was on point, worth every penny that you give them. Hospitality is amazing, the chefs and waiters are friendly Ç. Good job guys keep it up. Would definitely visit again"
4,Citrus - I have been to this place n no of time. The ambiance is perfect. The foods are amazing. Biryani is the best. The staffs are realy polite and humbel. They realy know how to handel there guest.
4,"I have been to Citrus for their incredible weekend breakfast.To start off with the location is prime. You can sit inside or outside (definitely recommend the latter). The spread is fantastic spread with 3 live counters (Indian, Italian and Chinese). I'd definitely urge to try out the eggs benedict (it's quite a mouthful) from the live counter. Lots and lots of fruits (including kiwis). The entire menu would probably comprise of 60+ items.Ç Definitely worth going!"
3,"Been here for a dinner buffet on a weekday. Relatively less occupied. What's good - The ambience- moment you enter the lobby you can feel the luxury. We preferred to sit inside. Music is soft, won't disturb our conversations.Service is very good as expected.Quality of food. What's was not impressiveThe items in main course and desserts were relatively less compared with other good buffet options available elsewhere.  How's food - The day we happened to visit was a grill night. Taste wise, some dishes were just Ok and some were good. Overall, desserts were the most I enjoyed. Starters and non veg salads had good spread. In order of priority - Ambience , Service and Food Bottom Line - You pay the price for luxury. "
4,"We went on a team lunch some days back. I was of the opinion that like many other 5star (n above) restaurants, Citrus- The Leela Palace would also offer an average spread of buffet n the taste would be just so so. But to my surprise, it had one of the best spreads (a huge one) n quality/ taste of the food was also not comprised at all. Loved it"
1,Very average food. And found a cockroach crawling in the cold cuts section. And the pastries section is very bland.Somehow the joy in the food is missing.
1,"I visited Leela on 4th August, Friday night since we had a sudden craving for desserts and it was already quite late (11:30 p.m.). Leela was the only option nearby and we were definitely not complaining until we reached there. When we entered Citrus, there was no one to usher us in ask for our preference of the table. We were aimlessly looking around trying to find someone to ask for a table for 3. But it looked like the waiters were too occupied (By the way, only 4 tables had guests, rest were empty). We couldn't seat ourselves in the empty tables because none of them were cleaned after the last guest had left and had half filled glasses. We walked out to the outdoor seating area and still no one came to take our order. After waiting for almost 10 mins, I went out to call someone to take our order and a waiter was sent. While we were waiting for our food, we noticed a cat loitering around in the dining area. To our shock, it jumped on one of the tables and was licking the glasses and the plates. We were appalled at the hygiene standards being maintained by a hotel of this stature. After we had our desserts, again we had to go and call someone to give us the bill. That took so long that we actually walked up to the place where the waiter was getting our bill printed to pay the money. And when we complained about the cat licking the cutlery, the staff could not careless and just stayed quiet with an \"
4,"We were there for the brunch on Sunday. We selected the sparkling wine option which included food, they offered a wide range of food, though my personal favourite was the sushi bar. The dessert selection was also pretty impressive."
3,The buffet has multiple cuisines to offer but I did not quite like the north indian main course. Not the kind of variety a northie looksn for. Live pizza counter was great. I liked the pizza. Desserts were amazing. There was a lot of variety. Ambience is really nice. We went on a lunch. The hotel of course is beautiful.
4,"Breakfast @ Citrus is a delight. They have a huge buffet spread constituting all Indian and Continental delights, fresh cut fruits, cold pressed juices, fresh juices, milk shakes and fresh coconut water as well. But basic tea/coffee is a bit disappointing (-0.5 only for that). Start your day with healthy and yummy food and satisfy your dear hungry tummy!"
4,"The best buffet lunch you could have among five stars and I'm not kidding. A spread too big to try everything. I especially remember going for thirds of shawarma and oh, the dimpsums too! Don't miss out on this lunch buffet. û"
4,"C I T R U SSSSSSSSSSS...Lovely Setting - Spacious - Outdoor & Indoor - Great Service - Amazing Variety of Food - Elegant!This is a lovely place to wine and dine, whatever time of the day it be... the breakfast is cool, the brunches are lively and chic and the dinner is quite & satisfying!The Brunch has an outdoor bar with delectable drinks, including wine & champagne... try the youthful Mojito and the refreshing tanqueray based cocktail...Try the live grill station...badami chicken tikka, grilled lamp... very succulent and tasteful......and the variety goes on and on ... from the Breads section, South Indian, North Indian, Asian, Chinese, Italian and the unmissable Deserts section! The service is quick and sharp... the stewards are polite, very very hospitable and maintain truly 5 star Leela Standards!!!Overall, amongst the best brunches in town!"
3,"I had been here for team lunch. The menu was wide but completely scattered. I did not like the dishes that day. Also, for vegetarians it can be clumsy as non-veg and veg are placed side by side. During mango season, there were no mangoes in the fruits section. Desserts were good. What I loved more than food is the ambience. 5/5 for ambience and 2.5/5 for food."
5,It was the best experience. Wide variety of choices and luscious desserts. Hospitality was great! They also have live music. A perfect Sunday brunch.
3,"Was here for dinner with family and was very disappointed. Being Leela was expecting much more. When asked if we could sit out in patio they asked are you comfortable with mosquitoes, really?!Ambience was like an average restaurant and food was ok too. Wouldn't recommend spending so much money especially if planning for dinner. There are plenty of better options out there. 3 starts only for the amazing desserts they have on menu!"
4,"Awesome place to have breakfast buffet, usually there are lot of food options available, at times they prepare food for you on request as well. Sit on the outside to enjoy the early morning warmth along with great food."
4,"Good ambiance and choice of food available, the staff is \"
5,"Absolutely brilliant!My sister and I met a friend here over their breakfast buffet. I don't even know where to start. The variety is immense and the quality and tastes are over the moon. I was honestly on cloud 9 with their continental variety so let me tell you what I ate because I can't well remember the number of dishes they had there. I tried the bacon, breakfast sausages, ham and egg bake which is served in the cutest little skillet, breakfast ham, french toast which was rich with raisins and candied fruit and very cinnamony, the bread and butter pudding, baked beans, grilled broccoli, foul mandamus, mashed potatoes which were a tad bit too salty. They have an omelette and a waffle counter where you can you can customize those to your taste. There was a pastry counter with the bread and fresh croissants and danishes. another counter had fresh fruit and veggies and your regular cereals and yoghurts. There was fresh juice, freshly made and served in little bottles labelled with watermelon, pineapple and orange.Ç The Indian food counter had both south Indian and north Indian varieties and their dosa with an assortment of chutneys is to die for. I was really impressed. The Chinese counter I did not touch but I noticed a pretty good variety there as well. Since I am a breakfast person, this really put me in breakfast heaven. It is well worth a try and you will not be disappointed.The service is a tad bit slow but still very good. All in all, I love this place!"
3,"In our culinary sojourn of Sunday brunch, Easter on the 16th April17 Ç was the turn for Citrus at the Leela Palace1) Food: As far as taste goes this hands down beats anything we have had in Bangalore (Westend, Windsor Manor, Vivantas). The spread was smaller than equivalent places - the taste made more than made up for it. Albeit the difference in desserts was not observable, The piece the resistance was the Sushi and the Chilli Garlic prawns. Across the board the food was well prepared with fresh ingredients. Though the ice creas was so so. Can't give any thing less than 5 stars2) Ambience: We were given a place outside, it was hot (bangalore is exceptionally hot this summer) and noisy ( we hate the live band every where) and it was crowded. We never felt comfortable - we had to circumnavigate other tables to reach the spread. I would rate 4 stars - purely acknowledging the fact that it was hot and a festive sunday. On any other day we would rate 3.3) Service:S Being a top of the end property the service couldn't be worse.Ç a) We had called up previously inquiring if the Nearbuy vouchers were valid and we were informed twice that yes they are valid. At arriving on first inquiry - the person didn't revert back. Once we had started, we inquired again to be informed that today is a special lunch and the vouchers are not valid. We were promised that the vouchers would be adjusted. At the end they were not adjusted after some argument some adjustment was made but not to our satisfactionb) The drinks were never served on time, in most cases we had to talk at least two timesc) Similarly barbecue, the order of chili garlic prawns never arrived, Ç on visiting the booth second time, some other prawns were sent. When we went again figuring out what is the deal, the person said that it has been sent to the table, he said he will make it again. And again started making the regular prawns. On telling that this is not Garlic prawn - it told that they were finishedd) We kept The Easter bunny with the service staff, since it had started melting, while leaving the bunny was not founde) We ordered for coffee, which again never arrived - we waited a good 15 minutesClearly the place is setup for expats, who don't mind paying 4K per personÇ Can't give more than 2 stars4) Value for money: It is probably the most expensive brunch in the town, probably higher than even Westend (where we get 25% cashback as inner circle). Given the total experience we would rate it about 3.5"
5,A perfect place overall. I had visited the place many times. Initially we used to attend our team meeting here. Later I found that place perfect for my dinner buffet with my family. Loved it! Food was awesome and the degree of hospitality is amazing.
4,"Spent a Sunday noon here, the brunch was a variety of cusines.. They had good activities to keep the kids occupied.. I would recommend this place for a lazy Sunday brunch.. My favorite here was the sushi bar!"
5,"Came here for a team lunch on a weekday and I was literally like ç when I saw the number of dishes they had, especially the desserts.We took the outdoor seating facing the beautiful garden.There were more than 10 different options each for vegetarians and non-vegetarians for starters, salads, main course and desserts. There's just soooo much food that you'll feel you're not doing justice because you cannot possibly taste all that they have to offer.They had almost all kinds of cuisines, ranging from Italian to Asian, North Indian and South Indian, English breads and the dessert section was a treat for the eyes and palette.My favourite had to be the Asian and Indian section. Simply loved pretty much everything I tasted there.There were around 15 desserts and I could taste only size of those because I was way too full. The sugar levels in all the desserts was so subtle, just the way I like it, which allowed the other flavours to stand out like matcha and pistachio, orange, mango in the mango cheesecake, strawberry in the strawberry tarts, to name a few.Even the ice creams were smooth and tasted very good, unlike icey icecreams in other buffets.They even had a live woodfire pizza counter and the pizzas were sooooo good, loved it!The drinks they had were so refreshing and so unique.I've heard a lot about their Sunday brunch which I'd love to try.Totally worth it! "
3,With great expectations of wonderful variety of dishes and brilliant hospitality I booked a table at Citrus a brand name tagged to \
1,"INHUMANE TREATMENT. I have been dining at Leela for 30 years, and their restaurant in Mumbai, but never have experienced such barbaric behavior ever before at a restaurant. The reviews are correct about the poor service--mine was jut terrible from every Leela Bangalore employee. I had taken their Sunday Brunch, and Jyothika, the hostess was clueless about the menu and anything else about the restaurant,Ç and became dominating for no reason.Ç I asked for a specific plate to be made, as I have had it before, but Deepak, the restaurant manager lied and said there were no ingredients, because suddenly their industrial kitchen has no ingredients! No one waited at my section or table, and I had to constantly get up and find someone on the other corner of the restaurant.Ç I finally told Deepak the manager of why is there so much difficulty because I am spending more time wasting to find someone to place an order, and instead of helping, he grew hostile.Ç He started gossiping and backbiting with his employees, and it was visible.Ç The food even took more time--my masala tea took 25 minutes for it to come to my table.Ç The food that finally came was exactly the how the other reviews have described--mediocre and not at a 5-star level.Ç I got to a point with the passive-aggressive behaviour, the silent treatment, to the incompetency, poor managerial and customer skills that I just walked out.Ç I wrote to the General Manager, Mr. Kunal Chauhan, who never responded to my email.Ç I tried to reach him by phone and was told his secretary, Ms. Mary would contact me in 30 minutes. She never did.Ç I had to reach out to the again, and Ms. Mary never apologized for not fulfilling her commitment and grew self-righteous. Mr. Chauhan said he would write back to me, but since February 18th, he has not.Ç This is how bad Leela Bangalore is! This also reinforces the passive-aggressive behaviour of not responding, the silent treatment, not taking any responsibility, and backbiting to erase the experience of the customer.Ç It wasn't just about hospitality and service, but this is completely inhumane to behave this way.Ç And, it reflects on the very top--Mr. Chauhan, his secretary, Ms. Mary, and across departments, including Citrus with Jyothia and Deepak--they haveÇ a way to respond only by primitive means.Ç DO NOT COME HERE.Ç You are wasting your personal time, travel time, manner of respect and actually a humane experience.Ç This place sadly has such poor integrity and behaviours. There are many good restaurants and luxury hotels that reach a standard of humane and hospitable treatment."
4,"Been to citrus @ Leela , had ordered for katti roll & watermelon juice , food was delicious , nice ambiance ,staffs were courteous, had a good time.."
2,"Being Leela, the taste of the food here should have been much better. Service was below average. Food was served at room temperature. We ordered Indian plus some oriental/chinese items. All items tasted average. We can get the same taste food at any average Bengaluru restaurant. Citrus Ambience was also a let down compared to similar Bangalore hotels."
1,Completely disappointing place to go & have dinner !! The choices are very limited and even lot of food items tasted stale. The price and taste has no match.
5,"We had a exquisite lunch yesterday at Citrus , Ç Retheesh did a wonderful job taking care of our table..Ç he was prompt and always on top of all our needs. Ç I celebrated my Sons birthday there and it was a lovely experience. Ç The Kids enjoyed it !!"
4,"Absolutely love their Sunday brunches. Unlimited food and drinks with your friends makes it perfect place to unwind after a hectic week of work. They have a very good spread of food. Though over the period of years I have seen reduction in the variety like king prawns, oysters etc. But still I'd definitely recommend this."
3,"There is absolutely no doubt that the option listÇ at the citrus is very big. However if i had to look at the options we had for an indian vegetarian, i would say i was quite disappointed.. The items that i had were lemon rice, dry potato curry, brinjal curry, moong dal chilka, pav bhaji.. Thats it..The lemon rice was good - light preparation, easy to digestBrinjal curry was not good.. Felt bland.The moong dal chilka was a light preparation.. Tasted good with lemon rice.Pav bhaji was good too.. The bhaji was a live counter.. Heated fresh with butter.I felt overall the food taste was overall good but not excellent..The buffet layout was extremely confusing.. This needs to be organized better with all veg main course on one side and all non veg on another..The desserts had a big variety of cakes of all sorts and a few \"
5,"Trust me this place is amazing!! They have one of the most amazing buffets. Had been here on 24th December and the buffet spread was huge, especially the desserts were delicious. We were given a special private dining section for my family which we really enjoyed. The staff were very courteous and helpful. There attitude towards service was very professional. Can't recall the name of the staff who was in charge for our table, but he sure did his job really very well. Special applause to the team who really took care of us during our lunch. We will surely visit this place again!!"
3,"Veg Buffet reviewStarters : Paneer tikka & Tandoori Gobi, both were at room temperature and not that great at taste.Chinese : Sweet chili baby corn was good and so was the noodles and fried rice.Pizza: None of the 7/5 stars restaurant can make it. Bland and disappointing as ever.Main Course : None of the veg curries were that great although the yellow daal was tasty.Naan was good.Dessert : The praline n almond, Mango and Vanilla were very good. The rasogulla was also very tasty.Service : I was sitting outside and the service was kind of look out for them and call out. Really disappointed with the service.I had been to Leela twice, Jamavar and Citrus, I really feel the service needs a push.Most of the business hotels offer far better service than this.\"
4,"I love their Sunday brunch...pick an outdoor seating, their band plays some peppy numbers for a midday meal..one of the best sangrias I've had in a long time..sip away at leisure..service is slow but who's in a rush when on a Sunday brunch..there's multiple things for kids to do here- bouncy castle, rock wall..v lively place! Options in food are plenty but quite consistent every Sunday!"
4,"Had been here on Sunday, found the place very interesting. Service was good, they did help us find a table at outside lawn on request. Menu is quite a spread with Indian n Continental dishes. We ordered Lebanese grill which was awesome. Other was Smoked salmon in appetisers which was also nicely done. Overall good experience."
5,"We were at the Citrus Restaurant - Leela Palace for a Sunday Brunch. Opted for the Brunch with Unlimited beverages option. The ambiance was stunning. There are 2 seating options. 1) In the Garden 2) The royal interior space. We could feel the luxury every where in the restaurant. The food spread was brilliant. Starting from the very Indian Biryani to the Japanese cuisine, every thing was available. The wine and the cocktails were simply amazing. One of the best fine dining experience in Bangalore. If you are sure of paying more than 3k for a brunch, look no further. There is always a probability to meet some celebrity. I did meet one!"
1,"Went here for dinner and was utterly disappointed. We had ordered 2 appetizers and a pizza. Firstly, it took 40 minutes for the food to come as the servers and chefs took their own sweet time. Secondly, the pizza came before the appetizer which is completely backwards. Along with this, they completely forgot one of the appetizers and said they would bring it 20 minutes after the pizza. Thirdly, we had asked for a vegetarian green papaya salad, but they brought it with shrimp even though we had specifically put in a special request. And for some reason they had dumped a ridiculous inedible amount of soy sauce into the salad. Papaya salads do not have soy sauce and this place seriously needs to learn portion control.I am extremely dissatisfied and genuinely mortified by the lack of good service and food. I highly doubt I would ever go back."
4,They have the most amazing breakfast spread. One must start by choosing from the exotic range of fruits and juices. The Lebanese counter offers delicious food. The pancakes and other confectionaries are drool worthy. The salads were average. The service deserves an applause. The outdoor seating is beautiful.
4,Went there yesterday for Sunday Brunch. Amazing buffet spread with variety of cuisines to choose from. Great ambiance and soothing live music.
3,"If you opt for Al a carte, the service is very slow. You will have to surely close your eyes on the price section otherwise you will end up ordering limited and less quantity."
4,1. Mind readers 2. Understand meaning of \
4,"Good food, variety, staff is courteous. Overall good experience, only thing not up to the mark was indian desserts, skip them. Ambience is relaxed and nice."
5,"Wow!! What an experience..Been to Citrus for Colleagues 5 year Completion . Perfect Ambiance, Courteous Staff and loads of Food. Ç You name it, they have it. The Lunch buffet is vast, i bet no one can have everything here. Its awesome. The starters and Mains are included with all cuisines like Thai, Chinese, Tan-door and Pizzas are awesome. They best part is desserts and Ice creams. Oh God..can't wait to be there again."
4,"This beautiful place had always mesmerized me with its amazing hospitality , and grandeur. This time, I was attending the exclusive preview of their ÇStreet Food Festival'. If you have a question in your mind, about how exactly can Street Food look and seem to be so special, you are in for a surprise(pleasant one) here :)A carefully curated menu that pulls out the best of Street delicacies from various parts of India, and puts forth a platter of Sheer happiness. Who ever thought that Street food could be so amazingly served, plated and that too keeping the memory of those close to heart tastes intact, in fact, notching them up one more step..We started our gastronomic experience with the beautiful Rose Lassi which came in a Kullad, topped with white butter. Rich, thick and just the perfect dose of sweetness, this is Ç a great summer time saviour. Others tried the tender coconut water, which is just a natural bliss.I started off munching the Indian snacks on the table(Rose cookies, banana chips and murrukkus), followed by the Dhokla! and was clean bowled by the softness of it, with flavour dripping from each bite. Reminded me of old days when that was a favourite snack in my tiffin box :)Next comes the chaat platter, starting with the Palak Paan ki Chat, this unique dish is made with batter fried spinach/palak and adding up flavors of Paan to give it a twist. All this with some sweetened yoghurt, with coriander and pomegranate garnish. Next is Rajkachori, which is a North Indian speciality. It is a savoury item with a filling of different namkeens, topped with curd, and chutneys with a topping of fresh coriander, Sev and pomegranate. When this had set the mood for the day, next I tried the Murgh ka Chat, which was my personal favourite. Diced chicken, well marinated and cooked with subtle spices, and diced potatoes to go with it, topped with coriander and pomegranate garnish. Now we head for some South Indian street food delicacies, starting off with the Kotthu Paratha(veg & non-veg, later being my favourite), which is a Tamil dish of mincing and mashing the chicken and paratha repeatedly. The Egg Dosa with Bheja Fry was next, and me not being a bheja fan, let it go. My other friends who tried it there, loved it totally though..Next lined up were, Golli Bajji, Nethhili fry, and Jheenga Koliwada(Oh I gorged on these beautiful spiced prawns platter).After that, straight from the Indian Sigree section, we were treated to some Awesome Quail roast, Pathar ka Gosht & Beef Phal. The marination, the texture and the amazing taste of these told the stories of patience which goes in the making. Each of them being a slow cooking dish, had flavors in each bite. I loved the Pathar ka Gosht more, which is a popular lamb dish, from Hyderabad, prepared with mutton by heating it on a wide stone, on a flame and adding up spices later once the meat is cooked.Ç I was almost full by this time, but the sight of the main course made my eyes and taste buds glitter and dance with joy! It was Idiyappam which is also known as Semige/Noolputtu, which is made up of rice flour pressed into a thread form and steamed. This paired with the beautiful Paya Korma, which traces its roots back to Mughal cuisines, is a dish where meat or vegetables are braised with water, stock, and yogurt or cream are added for that creamy texture. It was just perfect!We also tasted the Baida Rotis, which is a popular Street food delicacy from Mumbai. Baida Roti is a shallow fried indian bread stuffed with minced mutton or chicken depending on the choice preferred. Its awesome and delicious combination of mutton and eggs rolled in a crispy roti. Couldn't have more of this as we were just saving place for Dessert. :PAhh! And the stars of the menu, desserts come over..Just the sight of them makes us drool. It was hot jalebis with Badam Milk, accompanied with Kulfis! Yes, we had this all. :)After all of this, we finished our meal in true Bangalorean spirit , with a cup of Filter Coffee, or Kumbakonam Degree Coffee as they called it.Ç It was in total an amazing food journey, with full marks to taste.Taste & Quality: 4.5/5Service & Hospitality: 5/5The Street Food Festival is on from Sept 1st to Sept 11th. Go there and get yourself hosted by one of the finest fine dines, and it shall be a journey of luxury, style and flavor in all forces to make it a lovely memory!"
4,"Ashmitha SathishÇ September 2, 2016 Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Ç Citrus is a fine-dine Indian restaurant- looking to cultural diversity as a source of inspiration for its menu. The Leela Palace, without a doubt continues to exhibit why it is a class apart compared to other prominent star hotels. Whilst you imagine all this exuberance, can you picture street food being served here? Well, thatÇÑs what the festival ÇìTreats of StreetsÇù is all about Ç serving delicious street food in a palatial property by upholding the very essence of it."
4,"Street food has always excited me ever since I was a child. What according to you is Street Food? Junk food you get on the streets, right? Not anymore!. You got me right, Citrus @ The Leela Palace brings an exclusive street food festival from the streets of India to your plate. ThatÇÑs not it. The variety of delicacies are huge, I bet you canÇÑt afford to miss this Royal treat. As rightly said, good things comes in small packages. The Street Food Festival starts September 1Ç but will be ending soon on September 11. So what are you waiting for? Go grab a plate and attack the mouthwatering delicacies especially curated for you at INR 1500 ++ only for a regular buffet spread."
5,"Citrus, the Indian restaurant at The Leela Palace recently hosted us for an exclusive preview of their ÇStreet Food FestivalÇ.The Street food festival at CitrusÇ includes a specially curated menu that brings together unique street delicacies from different parts of India with an added twist to create something that I would call gourmet street food.The waiters were dressed in traditional attire to bring in a feel of the festivities, the street food menu will be a part of their regular buffet spread starting September 1st."
3,Visited here long long ago and tasted cakes in here..!! But recent visit was a part of Street food fest preview..!! Felt more interesting after chefs introduction about the fest..!!! Looking forward..!!
4,"It was real excitementÇ to be part of the Tasting invite of their upcoming Street Food Festival by Hotel Citrus, Leela Palace. Ç The Street food fest, where the special and famous street foods are picked up from all parts of India , is getting ready with all the look and feel of small roadside Ç shops, set up of the local look of Telas, Ç along the street is maintained to bring the real the essence of the Street food fest."
3,Few times i been here for breakfast and lunch buffet place is ok but quite small spread is ok too this looks like designed to accomidate hotel guests rather than dine out ppl. But you will find enough stuff to fill ur breakfast
5,"The best place for brunch in Bangalore! The champagne and sushi is my fave and our kids love the pizzas. They are always ensuring you have enough to eat, drink and that everyone is happy. Live music in the background is great and the activities for kids are a bonus. Great value for money and a gorgeous location. Would recommend for sure íèª"
4,Such lavish restaurant..the brand stands true to its class..ambience is just so very apt..it attracts mainly posh crowd as it is for high budget customers..
3,"Citrus...Been there yesterday after ages. Good food. Ordered the following:Guava based Mocktail Mulligatawny SoupFoccacia Chilli Cheese ToastRed Curry With VegetablesAlso tasted Paneer TikkaTarkari Dum (Veg) Biriyani Guava based Mocktail - Good. The soup inspite of insisting it be hot, was served warm. However upon my feedback, it was taken back and served hot. The soup was good. Foccacia Chilli Cheese Toast - 4 small pieces served with French fries and a small portion of Salad - this was very good. Chewy and Cheesy. For main course I ordered the Thai Red Veg Curry which was served with Jasmine rice. I simply loved this. Cooked to perfection the flavour lingered through the evening. Paneer Tikka - was very good but the Paneer was nowhere close to the \"
4,"The breakfast has a good selection of food variety and service is exceptional.A very good ambience with indoor, semi outdoor a d outdoor seating with lush green areas.The food is tastefully prepared and served with grace.I have to mention their idlies are one of the softest I have tasted but chutneys need some work."
